,Time,User,Tweet,Country
33,2023-01-26 13:12:31+00:00,Otedola_,"RT @Jeyon1: in order for me to get well, i have to use my meds &amp; i have to eat; meanwhile, even to swallow my saliva? very painful! not to…",
34,2023-01-26 13:12:06+00:00,TerkuraShagba,@ZenithBank How can I activate my Zenith App without necessarily visiting the bank?,
35,2023-01-26 13:12:00+00:00,persh4,"@ZenithBank @zenithbank Reverse my 815k! I've laid lots of complain to you people yet nothing has been done! @CBN_NG @officialEFCC please look into this matter, I need my Money",
36,2023-01-26 13:11:53+00:00,Dahtruthbless,@ZenithBank Saki ATM stand is worst,
37,2023-01-26 13:11:29+00:00,bibisongz,@Johnoseghale @ZenithBank 🤣🤣🤣🤣 lemme oooo,
38,2023-01-26 13:11:19+00:00,Adebare450,@ZenithBank My account was debited and the money is yet to be refunded back to my account,
39,2023-01-26 13:09:02+00:00,chioma_izuagwu,"RT @ZenithBank: Important Public Notice.

#ZenithBank #NairaRedesign #2023 #Nigeria #GoodMorning https://t.co/dtarhPUImi",
40,2023-01-26 13:08:40+00:00,Johnoseghale,@bibisongz @ZenithBank Human right activist,
41,2023-01-26 13:08:23+00:00,SolarEdge5,@topeolawunmi @tayointerior @cenbank @ZenithBank @ZenithBank always making headlines for bad reasons..but still better than @UBACares,
42,2023-01-26 13:06:04+00:00,elviseroms,"RT @DamimolaOlawuyi: Dear @GodwinIEmefiele,
In the last 36 hours, I have visited at least 11 ATM points between Ikorodu and Ikeja including…",
43,2023-01-26 13:01:52+00:00,akosdahthird,"RT @DamimolaOlawuyi: Dear @GodwinIEmefiele,
In the last 36 hours, I have visited at least 11 ATM points between Ikorodu and Ikeja including…",
44,2023-01-26 13:01:28+00:00,Agwuchukwuma1,@ZenithBank pls pls someone sent me money am yet to receive it,"Place(_api=<tweepy.api.API object at 0x000001E6C271B370>, id='00f8224052dc2a3e', url='https://api.twitter.com/1.1/geo/id/00f8224052dc2a3e.json', place_type='city', name='Badagry', full_name='Badagry, Nigeria', country_code='NG', country='Nigeria', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x000001E6C271B370>, type='Polygon', coordinates=[[[2.8749372, 6.4111646], [2.9058297, 6.4111646], [2.9058297, 6.4241926], [2.8749372, 6.4241926]]]), attributes={})"
45,2023-01-26 12:59:08+00:00,lamodess,@ZenithBank Zenith bank na thief una be o...,
46,2023-01-26 12:58:23+00:00,zainabM62097233,"RT @ZenithBank: Important Public Notice.

#ZenithBank #NairaRedesign #2023 #Nigeria #GoodMorning https://t.co/dtarhPUImi",
47,2023-01-26 12:57:48+00:00,JoshuaOsaremen,@ZenithBank Please I hope @zenithbank will still accept old money on Monday 30th of January 2023?,
48,2023-01-26 12:57:33+00:00,Vadodgreatjnr,"RT @ZenithBank: Important Public Notice.

#ZenithBank #NairaRedesign #2023 #Nigeria #GoodMorning https://t.co/dtarhPUImi",
49,2023-01-26 12:57:22+00:00,Timy_Ojo,"@ZenithBank I recharged my line with 500 naira airtime through my bank app. But over 20 minutes I'm yet to see the airtime and I've been debited. Please help loot into this @ZenithBank.
My account: 2544511314
Ojo Oluwatimilehin

My phone number : 08118931845",
50,2023-01-26 12:56:47+00:00,matthiannaji,RT @Gentlejerome: Please I hope this lady @a_ma_ka__ was able to retrieve her money from @ZenithBank. Really hope!,
51,2023-01-26 12:54:23+00:00,DearestOsasO,"Nah, Zenith bank has to stop operations at this point. How many complaints will it take before it stops? 

This one now is worth 11 million Naira +

What’s going on? 
No one should be banking with @ZenithBank https://t.co/j8n9j1jhq5",
52,2023-01-26 12:54:04+00:00,Donkool_,"RT @yojora: @officialEFCC 
There’s massive fraud going in/through @ZenithBank , this person and many others have complained and it looks li…",
53,2023-01-26 12:53:22+00:00,CO_Chiamaka,"RT @yojora: @officialEFCC 
There’s massive fraud going in/through @ZenithBank , this person and many others have complained and it looks li…",
54,2023-01-26 12:53:03+00:00,SayrahMhiz,@ZenithBank I went to zenith bank Adeniyi Jones branch today but they are still giving out old notes,
55,2023-01-26 12:52:27+00:00,VhycktohGusto,@Timilemon @ZARMAYZE @ZenithBank Rest... They are trying!,
56,2023-01-26 12:51:39+00:00,selfless_Jade,@ZenithBank obanikoro is still giving the old naira note na wa oo #newnairanote,
57,2023-01-26 12:50:51+00:00,VhycktohGusto,@ZenithBank Y'all should block and report those føøls immediately spotting on 'em.,
58,2023-01-26 12:48:04+00:00,badejiisrael1,"RT @ZenithBank: Important Public Notice.

#ZenithBank #NairaRedesign #2023 #Nigeria #GoodMorning https://t.co/dtarhPUImi",
59,2023-01-26 12:47:57+00:00,StanleyAmangam,@ZenithBank How can I get my bank password back,
60,2023-01-26 12:47:32+00:00,StanleyAmangam,"RT @ZenithBank: Important Public Notice.

#ZenithBank #NairaRedesign #2023 #Nigeria #GoodMorning https://t.co/dtarhPUImi",
61,2023-01-26 12:43:22+00:00,vhiktho,Wetin dey worry @ZenithBank for God's sake. Kindly be informed that blah blah blah......return someone's money and stop behaving like fraud stars,
62,2023-01-26 12:41:57+00:00,AbolajiLiasu,"RT @Diome_Patricia: Dear @gtbank , @FirstBankngr , @UBAGroup , @wemabank @Sterling_Bankng @StanbicIBTC @ZenithBank @JaizBankNG @UNIONBANK_N…",
63,2023-01-26 12:41:51+00:00,Ib4san,@lolasokenu @ZenithBank I just saw this message,
64,2023-01-26 12:37:19+00:00,josephlaughters,RT @Senderfo: @cenbank This is @ZenithBank NNPC Ejigbo branch https://t.co/c5uUKelQ2F,
65,2023-01-26 12:37:03+00:00,bolanleabiodu10,"RT @ZenithBank: Important Public Notice.

#ZenithBank #NairaRedesign #2023 #Nigeria #GoodMorning https://t.co/dtarhPUImi",
66,2023-01-26 12:34:31+00:00,IfeoluwaSnr,"@ZenithBank  are the notes reserved for some people?
Because I wanted to withdraw today at the counter, @ZenithBank OAU campus branch and the cashier said they're not giving new notes to everyone.",
67,2023-01-26 12:34:27+00:00,ElizaB500,@ZenithBank Na na @ me @ x8,
68,2023-01-26 12:30:28+00:00,peero007,"RT @DamimolaOlawuyi: Dear @GodwinIEmefiele,
In the last 36 hours, I have visited at least 11 ATM points between Ikorodu and Ikeja including…",
69,2023-01-26 12:27:40+00:00,iameneblessing,"@ZenithBank Please you guys should return my 5,800 you removed from my account please.",
70,2023-01-26 12:24:51+00:00,oshunloye_,"RT @rsvptemple: don’t we have enough material to initiate a class action suit v. @ZenithBank ???

it is getting embarrassing at this point.",
71,2023-01-26 12:23:49+00:00,IpindoganA,@ZenithBank I have a transaction that yet to be reverse assist me,
72,2023-01-26 12:23:43+00:00,flyboi_marshall,"RT @rsvptemple: don’t we have enough material to initiate a class action suit v. @ZenithBank ???

it is getting embarrassing at this point.",
73,2023-01-26 12:20:03+00:00,EEmycool,RT @Richcrox247: @ZenithBank This is just hypocrisy. I'm at the zenith bank presently and I am still given old notes. This country is a mes…,
74,2023-01-26 12:18:33+00:00,TijaniToheebAb2,"Check DM again
@ZenithBank",
75,2023-01-26 12:18:15+00:00,EEmycool,RT @Rehoboth_0: @ZenithBank Zenith bank carried all their new notes and gave to Tinubu and Atiku to use and rig election. This is why they…,
76,2023-01-26 12:18:03+00:00,davidsax6,"RT @ZenithBank: Important Public Notice.

#ZenithBank #NairaRedesign #2023 #Nigeria #GoodMorning https://t.co/dtarhPUImi",
77,2023-01-26 12:16:12+00:00,bibisongz,"@ZenithBank We should deposit our old notes.
 Yet, you people are still giving out old notes",
78,2023-01-26 12:14:01+00:00,GuccySzn,"@ZenithBank Omo Zenith bank reverse my rent wey I pay last night. I don come back from club my eyes done clear , oga landlord you go wait small o🤣 

Wahala for who no use mumu bank like zenith https://t.co/z8cAcCVvyI",
79,2023-01-26 12:11:43+00:00,Amakachristie61,"@ZenithBank I’m finding it difficult to transact online with my ATM Card. For any amount I input, they keep telling me “this payment amount exceeds your transaction limit”. It’s really frustrating!",
80,2023-01-26 12:10:00+00:00,johndy01,@ZenithBank Your bank is a disgrace to financial institution....,
81,2023-01-26 12:07:33+00:00,johndy01,@ZenithBank U guys are the scammers...big shame to u guys,
82,2023-01-26 12:06:35+00:00,vincentnwafor13,"RT @ZenithBank: Important Public Notice.

#ZenithBank #NairaRedesign #2023 #Nigeria #GoodMorning https://t.co/dtarhPUImi",
83,2023-01-26 12:05:05+00:00,Diome_Patricia,RT @Onise_iyanu: @Diome_Patricia @gtbank @FirstBankngr @UBAGroup @wemabank @Sterling_Bankng @StanbicIBTC @ZenithBank @JaizBankNG @UNIONBANK…,
84,2023-01-26 12:04:38+00:00,OrakwePatrick,"RT @ZenithBank: Important Public Notice.

#ZenithBank #NairaRedesign #2023 #Nigeria #GoodMorning https://t.co/dtarhPUImi",
85,2023-01-26 11:58:16+00:00,barakophis,@ZenithBank @ZenithBank Please what is the meaning of the Electronic levy you people keep debiting me with every week???,
86,2023-01-26 11:57:53+00:00,MrEze24936032,"@ZenithBank @musty_emboiz am the National president Grassroots farmers Development Initiative of Nigeria,  i stopped using my account with u because of misbehaviour of some of your staff's, I just love zenith and wish I could come back to zenith",
87,2023-01-26 11:57:49+00:00,Four4ty4our,@ZenithBank Then we'll be stranded as most of your ATMs aren't working. Shior.,
88,2023-01-26 11:56:21+00:00,Pato40457562,@ZenithBank I have not received transfer made to my account from access bank since morning?,
89,2023-01-26 11:54:47+00:00,GideonArowolo,"@ZenithBank Was trying to log in to my bank app on another device , it kept requesting for token code (hard)",
90,2023-01-26 11:54:37+00:00,Four4ty4our,"RT @ZenithBank: Important Public Notice.

#ZenithBank #NairaRedesign #2023 #Nigeria #GoodMorning https://t.co/dtarhPUImi",
91,2023-01-26 11:54:24+00:00,Vivesparkle,"RT @DamimolaOlawuyi: Dear @GodwinIEmefiele,
In the last 36 hours, I have visited at least 11 ATM points between Ikorodu and Ikeja including…",
92,2023-01-26 11:52:42+00:00,TijaniToheebAb2,"Check DM @ZenithBank 
Your customer service is too poor",
93,2023-01-26 11:52:25+00:00,Fonjacks,"RT @ZenithBank: Important Public Notice.

#ZenithBank #NairaRedesign #2023 #Nigeria #GoodMorning https://t.co/dtarhPUImi",
94,2023-01-26 11:50:53+00:00,NoveltyNovember,@ZenithBank My card is not working on line,
95,2023-01-26 11:49:27+00:00,BlvckpearlBola,@IamLee4TJ @ZenithBank The zenith bank account that ripped my sister yesterday is a verified account...they should do something about it!!!!,
96,2023-01-26 11:47:59+00:00,Oiza08,"RT @yojora: @officialEFCC 
There’s massive fraud going in/through @ZenithBank , this person and many others have complained and it looks li…",
97,2023-01-26 11:47:31+00:00,BlvckpearlBola,@IamLee4TJ @ZenithBank Same thing happened to my sister yesterday....zenith bank is the worst bank ever,
98,2023-01-26 11:46:07+00:00,Olugbengamone,@ZenithBank Expect to collect our acct no.tnks,
99,2023-01-26 11:45:48+00:00,NannaOKelly,@ZenithBank And experience bad network services right? worse Bank in 2022,
100,2023-01-26 11:45:33+00:00,Kemite123,"RT @ZenithBank: Important Public Notice.

#ZenithBank #NairaRedesign #2023 #Nigeria #GoodMorning https://t.co/dtarhPUImi",
101,2023-01-26 11:45:07+00:00,HoodRichMill1,@ZenithBank Useless bank,
102,2023-01-26 11:43:19+00:00,iamfibukunmi,@ZenithBank why una commot my money and I no see data,
103,2023-01-26 11:42:56+00:00,brandon_henny,"RT @yojora: @officialEFCC 
There’s massive fraud going in/through @ZenithBank , this person and many others have complained and it looks li…",
104,2023-01-26 11:42:49+00:00,Timilemon,@ZARMAYZE @ZenithBank Bank with them at your own peril.,
105,2023-01-26 11:41:21+00:00,ZARMAYZE,@ZenithBank Please work on your service,
106,2023-01-26 11:40:45+00:00,VICKYMORE1980,RT @JutzBen: This is the situation report at the moment at @ZenithBank @NGRSenate today 26/01/2023... https://t.co/kbnayCOC7B,
107,2023-01-26 11:39:24+00:00,EmerieEbenezer,@HMipamau @ZenithBank If you like your money don't open account with zenith bank,
108,2023-01-26 11:38:00+00:00,RichieLuv16,"RT @ZenithBank: Important Public Notice.

#ZenithBank #NairaRedesign #2023 #Nigeria #GoodMorning https://t.co/dtarhPUImi",
109,2023-01-26 11:36:53+00:00,Gentlejerome,"@EmzzyInteriors @a_ma_ka__ @ZenithBank Oh dear! 🙏🤦🏽‍♂️
I hope that lady does not harm herself in all of these",
110,2023-01-26 11:35:47+00:00,MUHAMME81594332,@ZenithBank How can I open an account,
111,2023-01-26 11:35:29+00:00,iamDetoun,"RT @AmMamacita: @midyungciouz @ZenithBank @ZenithBank we're tired of this unending network issues since 2021. Fix up!
Stop leaving customer…",
112,2023-01-26 11:33:42+00:00,Jogbosmallz,@ZenithBank E no go better for una in this life again 😡💔,
113,2023-01-26 11:33:10+00:00,michelleeffect,"RT @yojora: @officialEFCC 
There’s massive fraud going in/through @ZenithBank , this person and many others have complained and it looks li…",
114,2023-01-26 11:32:27+00:00,OsaroOsaro15,@ZenithBank How,
115,2023-01-26 11:29:15+00:00,Bettybeibe1,@ZenithBank Zenith with their mes,
116,2023-01-26 11:29:12+00:00,FunkeOlayisade,"@ZenithBank refund my 20,000....this is the 3rd week now.",
117,2023-01-26 11:29:06+00:00,iamezeboy1,"@ZenithBank Useless information. I went to bank today i deposited my old note then i wanted to withdraw, u people still gave me old note😂 confused Country",
118,2023-01-26 11:28:49+00:00,daniee_malaga,"@ZenithBank Please I can’t get in my app, I changed my phone and I’m unable to put the app on my new phone. Please help",
119,2023-01-26 11:28:07+00:00,Thiccmadam1,"@ZenithBank Please my Mastercard is having issues I can't pay anything online for months I can only pay 20 naira, 10 naira What's wrong",
120,2023-01-26 11:27:22+00:00,Realcatherinae,@blaq_space @ZenithBank Iswr…,
121,2023-01-26 11:27:13+00:00,Odionfernando50,@ZenithBank Please I forgot my account number,
122,2023-01-26 11:26:25+00:00,EmmyBash41,"RT @ZenithBank: Important Public Notice.

#ZenithBank #NairaRedesign #2023 #Nigeria #GoodMorning https://t.co/dtarhPUImi",
123,2023-01-26 11:25:48+00:00,clenberry,"RT @a_ma_ka__: Please Nigerians keep tagging @ZenithBank ….I need my money complete. 4,039,900 not 800,500
@ZenithBank Refund my money in f…",
124,2023-01-26 11:25:28+00:00,VhycktohGusto,@IamLee4TJ @ZenithBank Check it out. It might not be from their legal page but those chèap scàmmers. I nearly fell for them.,
125,2023-01-26 11:22:18+00:00,Ellasecrets12,"RT @yeahilikeher: God what did I do to deserve zenith
God what is this na..
What's thus rubbish na @ZenithBank 
Are you guys only the bank…",
126,2023-01-26 11:21:03+00:00,Its_ereko,@StFreakingKezy @ZenithBank @cenbank,
127,2023-01-26 11:19:48+00:00,MavisQueen12,"@ZenithBank I tried chatting my complain @ ziva but the options for my complain wasn't available.
I had a dispense error August 23 2022,I recovered part of the money,the remaining one is still hanging till date all my efforts abortive,what do I do to retrieve my money",
128,2023-01-26 11:17:00+00:00,kbitss,"@ZenithBank you have a very rude customer service staff at Isale igbein, Abeokuta, Ogun State. Her name is Bisi. Very very rude!!!!",
129,2023-01-26 11:15:10+00:00,Sweetsosi2,@ZenithBank @musty_emboiz Hiiii,
130,2023-01-26 11:14:49+00:00,Sabrconnect,"RT @ZenithBank: Important Public Notice.

#ZenithBank #NairaRedesign #2023 #Nigeria #GoodMorning https://t.co/dtarhPUImi",
131,2023-01-26 11:13:56+00:00,kbitss,"@ZenithBank Rude customer service officer in your branch at Isaleigbein, Abeokuta is unacceptable. Her name is Titi",
132,2023-01-26 11:12:16+00:00,FIkwuta,"RT @ZenithBank: Important Public Notice.

#ZenithBank #NairaRedesign #2023 #Nigeria #GoodMorning https://t.co/dtarhPUImi",
133,2023-01-26 11:09:36+00:00,Petermatics,@ZenithBank Stop dispensing old Notes from your ATMs,
134,2023-01-26 11:09:03+00:00,tijjani32807326,"RT @ZenithBank: Important Public Notice.

#ZenithBank #NairaRedesign #2023 #Nigeria #GoodMorning https://t.co/dtarhPUImi",
135,2023-01-26 11:04:09+00:00,EmzzyInteriors,@Gentlejerome @a_ma_ka__ @ZenithBank Her last update I saw was where she said its only 840k they can retrieve for her out of the 4m.,
136,2023-01-26 11:02:13+00:00,onthecleverland,"@ZenithBank Zenith bank, Lately I’m unable to use my atm card on my phone to pay bills and subscription fees like my Apple Music etc.",
137,2023-01-26 11:02:07+00:00,aliyu_figo,@folara25gunner @ZenithBank I buy data 2x shiru fa,
138,2023-01-26 11:00:45+00:00,Gentlejerome,Please I hope this lady @a_ma_ka__ was able to retrieve her money from @ZenithBank. Really hope!,
139,2023-01-26 10:58:51+00:00,IdongesitIfet,@ZenithBank Story... your banks that are still dispensing old notes???,
140,2023-01-26 10:57:15+00:00,MurtalaFatima6,"RT @ZenithBank: Important Public Notice.

#ZenithBank #NairaRedesign #2023 #Nigeria #GoodMorning https://t.co/dtarhPUImi",
141,2023-01-26 10:53:39+00:00,Brandosky_Bankz,@ZenithBank I can't link my new mobile phone to my zenith Bank app,
142,2023-01-26 10:53:33+00:00,folara25gunner,@aliyu_figo @ZenithBank All the banks me*sed up at the moment.,
143,2023-01-26 10:53:10+00:00,__adiazz,@ZenithBank has your service gone down again?,
144,2023-01-26 10:52:33+00:00,MathewAnwojue,"RT @ZenithBank: Important Public Notice.

#ZenithBank #NairaRedesign #2023 #Nigeria #GoodMorning https://t.co/dtarhPUImi",
145,2023-01-26 10:51:12+00:00,aliyu_figo,@ZenithBank your banking system is very poor,
146,2023-01-26 10:50:27+00:00,Tolu_lope28,"RT @ZenithBank: Important Public Notice.

#ZenithBank #NairaRedesign #2023 #Nigeria #GoodMorning https://t.co/dtarhPUImi",
147,2023-01-26 10:50:00+00:00,Oyin_Xtra,@ZenithBank you people should better not play with me this morning.,
148,2023-01-26 10:48:52+00:00,TAdedeji98,"RT @ZenithBank: Important Public Notice.

#ZenithBank #NairaRedesign #2023 #Nigeria #GoodMorning https://t.co/dtarhPUImi",
149,2023-01-26 10:47:48+00:00,musty_emboiz,@ZenithBank Why can't I get master card??,
150,2023-01-26 10:43:59+00:00,webzineofficial,@ZenithBank Zenith bank mountain top university is still paying old cash on the counter and stopped ATM since over 3 hours today u either go inside and collect old notes or go,
151,2023-01-26 10:41:08+00:00,omarul_pharouq,@ZenithBank I don’t know why I’m no longer have access with ussd banking,
152,2023-01-26 10:41:01+00:00,HMipamau,@ZenithBank I'm trying to open an account yesterday but it stop at stage 2,
153,2023-01-26 10:40:15+00:00,thefiagbe,@Opresii @ZenithBank,
154,2023-01-26 10:39:57+00:00,OnweagbaKemiso1,@ZenithBank So why are you people still giving out old note????,
155,2023-01-26 10:39:41+00:00,MenaPeters3,@ZenithBank what's this frustration?,
156,2023-01-26 10:37:29+00:00,mariam_Konstant,"RT @mariam_Konstant: @ZenithBank Zenith Bank, I made a transfer of 18k to my ecobank account and I have not received it plus I have been de…",
157,2023-01-26 10:36:35+00:00,best13297348,"RT @ZenithBank: Important Public Notice.

#ZenithBank #NairaRedesign #2023 #Nigeria #GoodMorning https://t.co/dtarhPUImi",
158,2023-01-26 10:35:33+00:00,victoryyy_V,"RT @ZenithBank: Important Public Notice.

#ZenithBank #NairaRedesign #2023 #Nigeria #GoodMorning https://t.co/dtarhPUImi",
159,2023-01-26 10:35:10+00:00,mariam_Konstant,"@ZenithBank Zenith Bank, I made a transfer of 18k to my ecobank account and I have not received it plus I have been debited",
160,2023-01-26 10:31:27+00:00,SalisuM37632518,"RT @ZenithBank: Important Public Notice.

#ZenithBank #NairaRedesign #2023 #Nigeria #GoodMorning https://t.co/dtarhPUImi",
161,2023-01-26 10:30:44+00:00,AminuZaitun,"RT @ZenithBank: Important Public Notice.

#ZenithBank #NairaRedesign #2023 #Nigeria #GoodMorning https://t.co/dtarhPUImi",
162,2023-01-26 10:28:58+00:00,AdamuAb72456663,@ZenithBank Thanks for the information.,
163,2023-01-26 10:27:57+00:00,McNturukpa,"RT @ZenithBank: Important Public Notice.

#ZenithBank #NairaRedesign #2023 #Nigeria #GoodMorning https://t.co/dtarhPUImi",
164,2023-01-26 10:27:40+00:00,Damilolaa_xx,"@orjichima3 @ZenithBank Me too
Same thing",
165,2023-01-26 10:25:55+00:00,OPEYEMI200000,@BadManSnOwS @ZenithBank I tire oooooo. They keep debiting me for ELECTRONIC TRANSFER for the account that I don’t even use the Mobil app anymore,
166,2023-01-26 10:24:40+00:00,HassanC47212975,"@ZenithBank 6yp phnom. P .you.ypbbpyhhyy66
77gagnp..kph kph pyt",
167,2023-01-26 10:24:36+00:00,KollyGBalance,"RT @ZenithBank: Important Public Notice.

#ZenithBank #NairaRedesign #2023 #Nigeria #GoodMorning https://t.co/dtarhPUImi",
168,2023-01-26 10:23:43+00:00,HennyOl90736415,"@IamLee4TJ @ZenithBank Exactly what they did to me three days ago, and they wouldn’t have refund.. worst bank of the universe",
169,2023-01-26 10:22:05+00:00,okecity2012,@ZenithBank I have noticed some unexplainable deductions from my account and the bank isn't giving me answers.,
170,2023-01-26 10:21:11+00:00,JeromeNaomi2,@ZenithBank Plz my transfer is not working again up till now,
171,2023-01-26 10:17:56+00:00,Zenithdirecti,"RT @greenwingsBoss: Hello @ZenithBank 
Please reply my dm.
Thanks",
172,2023-01-26 10:16:40+00:00,emmanueli234,@ZenithBank Please @ZenithBank I don't understand this issues almost all the time. I just sent 7k to someone and the person haven't received it. The same happened yesterday but the money was reversed this morning. Please im not finding this funny. Please treat as urgent. 2254429800,
173,2023-01-26 10:16:28+00:00,MaryJesubande,"RT @ZenithBank: Important Public Notice.

#ZenithBank #NairaRedesign #2023 #Nigeria #GoodMorning https://t.co/dtarhPUImi",
