,id,Time,User,Tweet,No of retweet,likes,Country,Tweet source,Verified
38,1620361524354371584,2023-01-31 10:01:06+00:00,YoungDandy2018,"@PeterPsquare My Brother!!!,  I went to @ZenithBank this morning to withdraw small 20k.. guess what they told me !! We don’t have cash.. I’m talking of inside bank ooo not ATM. Ajuwon branch to be precise. @cenbank you better do something about this.",0,2,"Lagos, Nigeria",Twitter for iPhone,False
39,1620361350286561282,2023-01-31 10:00:25+00:00,ChizaramOjiugo,@Enioluwa_ @ZenithBank  be messing up anyhow.,0,3,"Abuja, Nigeria",Twitter for Android,False
40,1620361292514205697,2023-01-31 10:00:11+00:00,Nwomay1,RT @LifeLiveBlonde: @onome2810 @Nwomay1 @OPay_NG @Lightway02 @_Charhetey @ZenithBank Exactly. Before I’m always proud of them. They don’t h…,1,0,"Lagos, Nigeria",Twitter for iPhone,False
41,1620361115690762240,2023-01-31 09:59:29+00:00,Jonah__Martins,"@yinkus772003 @UBAGroup The push for cashless policy in Nigeria is too funny. Let's pretend like it's everytime we want to transfer money that it goes, or the fact that the apps sometimes don't work due to service. @ZenithBank at Alaba just have ATM that never dispense cash. Lol",0,1,Somewhere on Earth ,Twitter for Android,False
42,1620360992592130050,2023-01-31 09:59:00+00:00,rerelolu_og,"RT @gbemimatti: One of the best financial decision you'll ever make is closing your Zenith Bank account(s) @ZenithBank 

By the way zenith…",3,0,,Twitter for Android,False
43,1620360951940919296,2023-01-31 09:58:50+00:00,lanresanusi82,@ZenithBank Please can you send me my account number it as been opened for a long time but ve not been using it. I want to start making use of it now.,0,2,,Twitter for Android,False
44,1620360788912541696,2023-01-31 09:58:11+00:00,chyomacy,@ZenithBank I used POS to make a transaction and it was declined yet I was debited and no reversal yet even after sending a mail. Transfers are not going with cashless policy. How do you guys want us to cope.,0,4,"Port Harcourt, Nigeria",Twitter for Android,False
45,1620360670469574661,2023-01-31 09:57:43+00:00,iykezborn,"RT @ZenithBank: Important Public Notice!

#ZenithBank #NewNairaNotes #NairaRedesign #2023 #Nigeria #CBN https://t.co/cflMRtw48Q",231,0,,Twitter for Android,False
46,1620360621979213825,2023-01-31 09:57:31+00:00,SixtusHenry1,@ZenithBank please you guys should fix your network.,0,3,"Onitsha, Anambra.",Twitter for Android,False
47,1620360316730347520,2023-01-31 09:56:19+00:00,youngelder01,"RT @vitalfortune_90: If we are being honest, @ZenithBank needs to close up for now... They are just doing in the rubbish recently.",1,0,Pluto,Twitter for iPhone,False
48,1620360261298425858,2023-01-31 09:56:05+00:00,Ikorodupoint1,@ZenithBank @Besome_24 Dms which you don’t reply to,0,3,,Twitter for iPhone,False
49,1620360107342299138,2023-01-31 09:55:29+00:00,Fredo4liberty,"I visited @StanbicIBTC, @ZenithBank, @ecobank_nigeria around Mobolaji bank Anthony way and GRA to withdraw but none of the ATM were loaded. Kindly address the issue and advise how customers will be compensated for not accessing their funds when it's needed @OrdinaryGcon",0,1,"Nigeria, West Africa.",Twitter for Android,False
50,1620359996369408001,2023-01-31 09:55:02+00:00,wallstreetship,@ZenithBank is the worse bank Ever. Wtf!!!,0,2,"Abuja, Nigeria",Twitter for Android,False
51,1620359640394657793,2023-01-31 09:53:37+00:00,Glauben____,"Banks in Nigeria won’t run me mad,

@gtbank_help mobile app isn’t working.
@ZenithBank  won’t give me token to transfer my money before they wipe it.
@sterlinghelp won’t send my statement to show @LemonadeFinance that I haven’t received money I converted in my acct.",0,3,,Twitter for iPhone,False
52,1620358760085716993,2023-01-31 09:50:07+00:00,zeediic,"@ZenithBank I don’t even use ur bank like barker ffs, all the transactions I did since yestday still never go, what type of life is this now 

I can only blame myself for keeping money in zenith bank as emergency funds sha",0,3,Here,Twitter for iPhone,False
53,1620358711649923073,2023-01-31 09:49:56+00:00,Kachi_of_PH,"...people are suffering for no just cause. 

@officialEFCC @cenbank @ZenithBank",0,0,Mars,Twitter for Android,False
54,1620358708797792258,2023-01-31 09:49:55+00:00,Kachi_of_PH,"Help me retweet this...

My mom is currently at @ZenithBank, Oyigbo branch, in Oyigbo, Rivers State. The bank is refusing to honor her cash withdrawal, siting the unavailability of the new naira notes.

@cenbank kindly look into the issue of the scarcity of the new naira notes...",0,3,Mars,Twitter for Android,False
55,1620357781751758848,2023-01-31 09:46:14+00:00,Svle_xo,How can both banks be this shiity @ZenithBank @joinkuda. I hate this country😂,0,3,,Twitter for iPhone,False
56,1620357292632993792,2023-01-31 09:44:18+00:00,WillIgwe,@ZenithBank is exceptionally useless this period,0,2,Somewhere I don’t want to be ,Twitter for iPhone,False
57,1620357220088283137,2023-01-31 09:44:00+00:00,johnson_Sabah,"@ZenithBank on a working day your network is distorting business transactions. Why is transfer an issue too? It is obvious you are frustrating Nigerians and Customers  intentionally. Wike, Obi, Arise",0,2,"Abuja, Nigeria",Twitter for iPhone,False
58,1620356956644069377,2023-01-31 09:42:57+00:00,NnochirionyeU,"@ZenithBank Mobile app will give an error feedback,*966# will give you an error feedback. Getting alert will take ages.

Are you guys after our lives or what??",0,3,"Warri, Nigeria",Twitter for Android,False
59,1620356896602624001,2023-01-31 09:42:43+00:00,kisa_kiti,"@ZenithBank Woji, Port Harcourt why 😭😭😭 https://t.co/ykYJdzkme7",0,0,"Lagos, Nigeria ",Twitter for Android,False
60,1620355742573428737,2023-01-31 09:38:08+00:00,Eazydollz1,@BlackfoxTweezy @ZenithBank Seen it yet ??,0,0,,Twitter for iPhone,False
61,1620355647618572290,2023-01-31 09:37:45+00:00,csmnig,"RT @knightingal3: How many days did ur NIP transaction travel to get to Zenith bank?

My own don dey wonder like children of Israel out of…",1,0,"Lagos, Nigeria",Twitter for Android,False
62,1620355634205003776,2023-01-31 09:37:42+00:00,immunitylights,"@ZenithBank Good morning, please I have a complaint on failed transfer since early hour of the day..... I have not received the transfer of 45,000 and 19,000 respectively..... Into my bank account....... Pls attend to my quest.... Asap...... 2121740331 Oladunjoye Emmanuel",0,4,"Ijebu-Ode, Nigeria",Twitter for Android,False
63,1620355203991228416,2023-01-31 09:36:00+00:00,Besome_24,@ZenithBank Zenith bank why am I yet to receive a credit alert of 19000 and 40000 naira..this money is to pay my hospital bill...pls ooo..,0,4,Ogun state,Twitter for Android,False
64,1620355194663096320,2023-01-31 09:35:57+00:00,RashidatLawal10,"@ZenithBank Please refund my money I don't have any money on me. I made transaction of 5800 at Shekinnah pharmacy on 30th of January, transaction declined and I was debited. My account number is 2368430950,Rashidat Lawal",0,1,,Twitter for Android,False
65,1620354933911588864,2023-01-31 09:34:55+00:00,Sleek_Ola,"@ZenithBank hello, somebody did transfer to me yesterday till now I've not seen the money and the person sent the receipt to me, kindly help abeg",0,1,DeOnline,Twitter for Android,False
66,1620354425314512899,2023-01-31 09:32:54+00:00,iamflamezjnr,@zenithbank_csn @ZenithBank this one have brought fraud oooh he want to add to our problem,0,0,Nigeria,Twitter for Android,False
67,1620353976335212545,2023-01-31 09:31:07+00:00,ElianoSurfer,@rholand_moore @ZenithBank Dem don mess up recently,0,0,"Lagos, Nigeria",Twitter for Android,False
68,1620353762853556224,2023-01-31 09:30:16+00:00,WahabAkinbayo,@TheNickiFey @ZenithBank I am surprised they've not responded to this tweet yet.,0,1,"Lagos, Nigeria",Twitter Web App,False
69,1620353440571621377,2023-01-31 09:28:59+00:00,tizabambamrex,@l4_mii @ZenithBank go wear apron😂,0,0,OUTSIDE.,Twitter for iPhone,False
70,1620353384825094145,2023-01-31 09:28:46+00:00,shepdy,"RT @shepdy: @cenbank @GodwinIEmefiele ..No money , No new note and No old notes...What are you doing about this?
@accessbank_help @gtbank_h…",1,0,"LAGOS,NIGERIA",Twitter Web App,False
71,1620353093807538178,2023-01-31 09:27:36+00:00,shepdy,"@cenbank @GodwinIEmefiele ..No money , No new note and No old notes...What are you doing about this?
@accessbank_help @gtbank_help @UBAGroup @PolarisBankLtd @FBN_help @ZenithBank @keystonebankng  none of your bank is given money on the counter or dispensing from their ATM in Epe.",1,2,"LAGOS,NIGERIA",Twitter Web App,False
72,1620352480981942273,2023-01-31 09:25:10+00:00,bbygal3103,"@ZenithBank @ZenithBank it's more than a month already

Please reverse my money

I've sent countless emails gone to the bank to complain still nothing has been done yet.

Didn't know this bank is so useless until now I'd have withdrawn all my money long time ago.
@ZenithBank reverse my money",0,3,Ayobo,Twitter Web App,False
73,1620352457951019008,2023-01-31 09:25:05+00:00,BishopGentle96,"@ZenithBank what is the problem with this bank now, I can't use USSD since 2days ago,  what is happening now, why are you doing this to us coz of our money",0,3,,Twitter for Android,False
74,1620352133475467264,2023-01-31 09:23:47+00:00,b_eckii,"@ZenithBank Please, abeg
You, people, should do well this morning, please.🙏🏾",0,2,,Twitter for Android,False
75,1620351942156521472,2023-01-31 09:23:02+00:00,aminu_aliyu,"@ZenithBank so my wife's account was hacked and we reported the matter to one of your branches with name, acc no &amp; name of bank the fraudster transferred the money into, now one month after no news from you",0,1,,Twitter for Android,False
76,1620351665475035136,2023-01-31 09:21:56+00:00,brotherman_1,"@ZenithBank  y'all are fools , na today I go close this account ..assholes !",0,1,"Abuja, Nigeria",Twitter for iPhone,False
77,1620351560877477888,2023-01-31 09:21:31+00:00,WarrieEbenezer,@ZenithBank can you please tell me why I have an account with you and can't transact the way I want? I sent money to my account this morning and ever since then the money hasn't dropped and what the money is for has passed,0,3,,Twitter for Android,False
78,1620351317763043328,2023-01-31 09:20:33+00:00,opaleye60322034,"@ZenithBank the crowd in the bank is much for almost 2weeks now 
I need to activate my account",0,3,IKORODU Lagos Nigeria,Twitter for Android,False
79,1620351120597213189,2023-01-31 09:19:46+00:00,AjayiDamilola50,"@the_smallie Bko add @ZenithBank . They deducted #100 from my account but sent alert of #50, not once. They ve charged me twice for electronic transfer in just one month and na only once I don transfer this year.. me I don move to Micro finance bank sha.. Na Fairmoney and Opay I dey use now",0,3,"Akure, Nigeria",Twitter for Android,False
80,1620351064880058369,2023-01-31 09:19:33+00:00,belletola,"RT @topeatiba: Dear @ZenithBank, there were 4 requests for OTP on my account at 3.31am. Obviously attempts to “reap” me again!!! 🤔😡 https:/…",4,0,"Abuja, Nigeria",Twitter for iPhone,False
81,1620350868355969025,2023-01-31 09:18:46+00:00,kanonuche,"If @ZenithBank
Can't bank, let it pack.",0,6,,Twitter for Android,False
82,1620350764580487170,2023-01-31 09:18:21+00:00,mickeypie6,RT @mickeypie6: I don't like zenith bank 🏦 again rubbish @ZenithBank,1,0,"Abuja, Nigeria",Twitter for Android,False
83,1620350725758005248,2023-01-31 09:18:12+00:00,Bosco2baba,"Dear @ZenithBank , in case no one has told you today, you remain the most useless bank in Nigeria.

It will take me 4 market days just to open your mobile app.

Ndị Ụchụ!!",1,4,Nigeria,Twitter for Android,False
84,1620350531347845120,2023-01-31 09:17:25+00:00,Picturesbyyhemy,@yemijoseph_ @OlawuyiTaiwoM @theiykeibeh @JaizBankNG @ZenithBank @cenbank please help us ask  @ZenithBank  to please refund the money,0,0,"Abuja, Nigeria",Twitter for iPhone,False
85,1620350450691375104,2023-01-31 09:17:06+00:00,mickeypie6,I don't like zenith bank 🏦 again rubbish @ZenithBank,1,1,"Abuja, Nigeria",Twitter for Android,False
86,1620350011761651712,2023-01-31 09:15:22+00:00,okecity2012,"@ZenithBank Scincerely, this bank's customer service keeps getting worse every day.
Deduction would happen in your account and they don't have any explanation for it",0,3,"LAGOS, NIGERIA",Twitter for Android,False
87,1620349917549191169,2023-01-31 09:14:59+00:00,Yungbulllet,@ZenithBank make Una return my money oo https://t.co/jM7s4YBgSc,0,3,AHEAD!!!,Twitter for iPhone,False
88,1620349800762974208,2023-01-31 09:14:31+00:00,EvergreenStan,@ZenithBank Make the new naira available please,0,1,"Lagos, Nigeria",Twitter for Android,False
89,1620349757771362304,2023-01-31 09:14:21+00:00,bright_omomoh,@ZenithBank I can’t wait to close my account with you guys. USSD code not working?????,1,4,,Twitter for iPhone,False
90,1620349588443119616,2023-01-31 09:13:41+00:00,kanonuche,"@ZenithBank pls resolve the dispense error. I desperately need the funds for my mother's drugs. @cenbank, I beg you, help me out.",0,3,,Twitter for Android,False
91,1620349308636913664,2023-01-31 09:12:34+00:00,bright_omomoh,@ZenithBank What’s happening to your USSD code. I can’t transact with it,0,4,,Twitter for iPhone,False
92,1620349091493601280,2023-01-31 09:11:42+00:00,Og____zamani,Why is @ZenithBank so frustrating like this 🤦🏿‍♂️🤦🏿‍♂️💔💔,0,4,OG ZAMANI,Twitter for iPhone,False
93,1620348870860619776,2023-01-31 09:10:50+00:00,Mztrwealth,@ZenithBank see this scam account!!! Do something. https://t.co/uWnVctgU32,0,0,"Nigeria, lagos City",Twitter for Android,False
94,1620348619038818305,2023-01-31 09:09:50+00:00,LifeLiveBlonde,@onome2810 @Nwomay1 @OPay_NG @Lightway02 @_Charhetey @ZenithBank Exactly. Before I’m always proud of them. They don’t have issue unlike other bank. But now I’m disappointed in them. I’m using personal account why asking for cac document ? Like I don’t get it. Cac doc is only for cooperate or business account,1,2,,Twitter for iPhone,False
95,1620348544778657794,2023-01-31 09:09:32+00:00,GeraVista,@ZenithBank It is well,0,1,,Twitter for Android,False
96,1620348361521139713,2023-01-31 09:08:48+00:00,LifeLiveBlonde,RT @Nwomay1: @onome2810 @LifeLiveBlonde @OPay_NG @Lightway02 @_Charhetey @ZenithBank Poor customer service marred the company.,2,0,,Twitter for iPhone,False
97,1620347927045763072,2023-01-31 09:07:05+00:00,Thekemilawal,@ZenithBank release my coins 🙄,0,4,"Abuja, Nigeria",Twitter for iPhone,False
98,1620347918099320834,2023-01-31 09:07:02+00:00,Mztrwealth,"Sent N80,000 yesterday from my @heritagebankplc to my @ZenithBank. I am yet to receive the money on my Zenith but I have been debited on Heritage. This Country na wa o!! The Banks are having Network issues probably because the Experts have left the country. Vote wisely.",0,4,"Nigeria, lagos City",Twitter for Android,False
99,1620347400484425729,2023-01-31 09:04:59+00:00,shangsworld,"RT @ZenithBank: Important Public Notice!

#ZenithBank #NewNairaNotes #NairaRedesign #2023 #Nigeria #CBN https://t.co/cflMRtw48Q",231,0,"Zaria, Nigeria",Twitter for Android,False
100,1620347030282604544,2023-01-31 09:03:31+00:00,JeffWmiller1,@ZenithBank Heard Zenith is under investigation for data breach... Make nothing happen to my 7million oo... I fit enter your ikeja branck with Ak 47 wipe all man. https://t.co/XfeGNpdCiX,0,3,,Twitter for Android,False
101,1620346918818942976,2023-01-31 09:03:04+00:00,DaveDav076,"RT @ZenithBank: Important Public Notice!

#ZenithBank #NewNairaNotes #NairaRedesign #2023 #Nigeria #CBN https://t.co/cflMRtw48Q",231,0,😂😂😂,Twitter for Android,False
102,1620346914809217031,2023-01-31 09:03:03+00:00,LEOJEC2,@ZenithBank Your DM please…,0,3,Nigeria,Twitter for iPhone,False
103,1620346743878746114,2023-01-31 09:02:22+00:00,ciaxon,"@ZenithBank is the most useless bank so far. E no go better for una
🥺🥺🥺",0,4,worldwide,Twitter for Android,False
104,1620346667798253569,2023-01-31 09:02:04+00:00,Speedo147,@ZenithBank I have been debited which it’s not yet refound,0,3,,Twitter for iPhone,False
105,1620346065877897218,2023-01-31 08:59:41+00:00,neyonx02,"The number accounts impersonating @ZenithBank on Twitter is crazy. Don't they have a team reporting these handles/accounts?

Just a few of them below: https://t.co/8ANshThUpx",0,1,Citizen of the World,Twitter for Android,False
106,1620345605553008640,2023-01-31 08:57:51+00:00,l4_mii,@tizabambamrex @ZenithBank Dem don start w me,0,2,,Twitter for iPhone,False
107,1620344734140239872,2023-01-31 08:54:23+00:00,Kunz33,"Dear @ZenithBank kindly fix the mobile app login access problem, its been two days that I couldn't login to my mobile app. Transactions needs to be done please. Thanks",0,4,Nigeria,Twitter for Android,False
108,1620344308560965634,2023-01-31 08:52:42+00:00,chibex560,@ZenithBank Why do you guys always frustrate someone,0,5,"Lagos, Nigeria",Twitter for Android,False
109,1620344065366843392,2023-01-31 08:51:44+00:00,PhillipsNathans,@cenbank please tell Nigerians why commercial banks are saying cash withdrawals is not available? You people just want to kill us with everything you do. @myaccessbank @ZenithBank @keystonebankng @ZenithBank @gtbank,0,1,Lagos Nigeria,Twitter for iPhone,False
110,1620343618769948672,2023-01-31 08:49:57+00:00,enofavour,@ZenithBank kindly stop double charges on my account on every transfer @cenbank help please,0,4,calabar,Twitter for iPhone,False
111,1620343258693128192,2023-01-31 08:48:32+00:00,enofavour,I’m I the only person that @ZenithBank is doing double charge on each transfer? Nigerians abeg help @cenbank,0,5,calabar,Twitter for iPhone,False
112,1620342985677508610,2023-01-31 08:47:26+00:00,iamflamezjnr,"@AkinlawonAbrah1 @ZenithBank No be say person even get money oooh, u go want withdraw ur last 3 5k em go fail them go debit you",0,0,Nigeria,Twitter for Android,False
113,1620342882694733824,2023-01-31 08:47:02+00:00,csmnig,RT @Nwomay1: @onome2810 @LifeLiveBlonde @OPay_NG @Lightway02 @_Charhetey @ZenithBank Poor customer service marred the company.,2,0,"Lagos, Nigeria",Twitter Web App,False
114,1620342765673672705,2023-01-31 08:46:34+00:00,enofavour,"@ZenithBank please stop the excessive and senseless charges on customer’s account in the name electronic transfer levy after you duly charged the account, how can you charge an account twice for one transfer…what is the difference between charge and levy @cenbank  kindly help",0,3,calabar,Twitter for iPhone,False
115,1620342752692273153,2023-01-31 08:46:31+00:00,iamflamezjnr,"@AkoAbubakar @ZenithBank Like am afraid using my card, i will prefer going to the bank to withdraw now",0,1,Nigeria,Twitter for Android,False
116,1620342534361976834,2023-01-31 08:45:39+00:00,iamflamezjnr,@BabeLuke2 @PascalOnwuliri1 @ZenithBank Zenith bank needs to wake up they,0,2,Nigeria,Twitter for Android,False
117,1620341873880735744,2023-01-31 08:43:01+00:00,Ezeokoyechikao1,@ZenithBank Okay oooo but you people should be giving people New money,0,1,,Twitter for Android,False
118,1620341383516270592,2023-01-31 08:41:04+00:00,2stainG,@ZenithBank Since 25th of December I made a transaction up to this moment I haven't received the alert,0,3,,Twitter for Android,False
119,1620341332140257282,2023-01-31 08:40:52+00:00,HouseofoudsA,"@ZenithBank please what is the problem with your server? Person go still get money, to do transfer go be problem. You guys can do better biko. Dont add to our problem in this country.  #ZenithBank #CBN https://t.co/8CkUnuqLZy",0,4,"Lagos, Nigeria",Twitter for Android,False
120,1620341163357278211,2023-01-31 08:40:12+00:00,topeatiba,"Dear @ZenithBank, there were 4 requests for OTP on my account at 3.31am. Obviously attempts to “reap” me again!!! 🤔😡 https://t.co/ttHq6r0FRQ",4,4,School of Life.,Twitter for iPhone,False
121,1620341158399602690,2023-01-31 08:40:11+00:00,DzarmaS,"@ZenithBank  i lodge a complain and the bank did nothing about it, and i sending remainder more than i expect to, yet my effort to recover my money prove abortive,  why doing this to a customer?",0,5,"FCT, Abuja",Twitter Web App,False
122,1620341122425040897,2023-01-31 08:40:02+00:00,ComforthouseF,"RT @ZenithBank: Important Public Notice!

#ZenithBank #NewNairaNotes #NairaRedesign #2023 #Nigeria #CBN https://t.co/cflMRtw48Q",231,0,,Twitter for Android,False
123,1620341034621489152,2023-01-31 08:39:41+00:00,fortlexx,"RT @gbemimatti: One of the best financial decision you'll ever make is closing your Zenith Bank account(s) @ZenithBank 

By the way zenith…",3,0,SittedWithChristJesus,Twitter for iPhone,False
124,1620340823807381504,2023-01-31 08:38:51+00:00,Saviourtiemo,@ZenithBank Am a website designer,0,0,,Twitter for iPhone,False
