,id,Time,User,Tweet,No of retweet,likes,Country,Tweet source,Verified
24,1.62E+18,2023-01-30 09:55:50+00:00,Joe_221,"RT @Ekitiupdate: #Ekiti
@ZenithBank Ado-Ekiti on Saturday before the extension of the deadline for the use of old Naira Notes. https://t.co…",1,0,Lagos,Twitter for Android,FALSE
25,1.62E+18,2023-01-30 09:55:47+00:00,nel_cornon,@a_ma_ka__ @ZenithBank Congratulations 🎊,0,0,Lagos Nigeria,Twitter for Android,FALSE
26,1.62E+18,2023-01-30 09:54:57+00:00,confirmtop,@officialEFCC You will not arrest @OPay_NG  @OPaySupport and @ZenithBank for me like this they are scam and steal from Nigerian since 8/3/2022 they refuse to refund my money and when ever I call opay Dey hang up on me after given them ticket ID.,0,1,Nigeria,Twitter for iPhone,FALSE
27,1.62E+18,2023-01-30 09:53:25+00:00,osodians,"@ZenithBank Please release the new naira notes and #100/#50 notes without further delay, people are suffering.",0,2,Nigeria,Twitter for Android,FALSE
28,1.62E+18,2023-01-30 09:52:54+00:00,SmallchopsPLUG,RT @KLAZEMATICS: Hi @ZenithBank you have successfully stolen 25 dollars from my prepaid account and I would like to know why.,3,0,"Abuja, Nigeria 07039289464",Twitter for iPhone,FALSE
29,1.62E+18,2023-01-30 09:52:49+00:00,Iconictessyfave,@ZenithBank I don’t know why you’re liking my reply oo… you people are the real yahoo thieves😒 return my money onyeosi,0,1,,Twitter for iPhone,FALSE
30,1.62E+18,2023-01-30 09:52:36+00:00,samiemc1,"@ZenithBank you are a big thief 

U guys duped me of my money and tell me it’s sms charge for the money of January 

How will u deduct 2500nra for sms charge just for the month of January?😳

#zenithbankfraud https://t.co/Hxb0iLhqiQ",0,1,"Lagos, Nigeria",Twitter for iPhone,FALSE
31,1.62E+18,2023-01-30 09:52:15+00:00,iamflamezjnr,@ZenithBank attend to dm asap,0,3,Nigeria,Twitter for Android,FALSE
32,1.62E+18,2023-01-30 09:51:53+00:00,EliteTweets01,@iamAbode @ZenithBank 😂😂😂 NO  will carry my dirty ATM as well sir😂,0,1,,Twitter for Android,FALSE
33,1.62E+18,2023-01-30 09:51:17+00:00,Ekitiupdate,"#Ekiti
@ZenithBank Ado-Ekiti on Saturday before the extension of the deadline for the use of old Naira Notes. https://t.co/wBpyJH2Dvc",1,0,"Ilawe-Ekiti, Nigeria",Twitter for Android,FALSE
34,1.62E+18,2023-01-30 09:51:06+00:00,3MANBOS,"@a_ma_ka__ @ZenithBank @ZenithBank i use God beg una make una reverse my failed POS transactions of 26th(N8,636.36) and 28th(N6000) January abeg. i done tire for una bank wahala. 2173312829 see my account number biko",0,2,Lagos,Twitter Web App,FALSE
35,1.62E+18,2023-01-30 09:50:37+00:00,iamAbode,@EliteTweets01 @ZenithBank Carry your lawyer along,0,1,Worldwide,Twitter for Android,FALSE
36,1.62E+18,2023-01-30 09:49:23+00:00,Okakalu1Oka,@cenbank @Willsonchrisvet @fidelitybankplc @ZenithBank I think it's quite unfair for someone to wait for a whole 24 hrs for the reversal! What if the recipient is handicapped and it's the senders last resort? Why would they suffer for the inefficiency of the financial system and no compensation?,0,2,,Twitter for Android,FALSE
37,1.62E+18,2023-01-30 09:48:36+00:00,Iconictessyfave,@ZenithBank Return my 12000#,0,2,,Twitter for iPhone,FALSE
38,1.62E+18,2023-01-30 09:48:13+00:00,MuhdnurShuaib,"What's up with Zenith bank? I made POS transaction this morning failed twice, I tried getting airtime with ussd code still it's not working. Hope am not silently getting debited without alerts oo @ZenithBank",0,3,127.0.0.1,Twitter for Android,FALSE
39,1.62E+18,2023-01-30 09:48:07+00:00,elhadj_pablo,RT @KLAZEMATICS: Hi @ZenithBank you have successfully stolen 25 dollars from my prepaid account and I would like to know why.,3,0,Not all who wander are lost ,Twitter for Android,FALSE
40,1.62E+18,2023-01-30 09:47:41+00:00,PatsolOfficial,"RT @ZenithBank: Important Public Notice!

#ZenithBank #NewNairaNotes #NairaRedesign #2023 #Nigeria #CBN https://t.co/cflMRtw48Q",16,0,"New York, NY",Twitter for Android,FALSE
41,1.62E+18,2023-01-30 09:47:36+00:00,EliteTweets01,@ZenithBank 😂😂😂 will try thus with you guys very sooo https://t.co/KWsPeH6nzB,0,3,,Twitter for Android,FALSE
42,1.62E+18,2023-01-30 09:47:33+00:00,SamuelUduak6,"RT @andy4_u: @ZenithBank Why you guys be charging #50 for every transaction no matter how small the amount? 
It's annoying, it's only Zenit…",1,0,,Twitter for Android,FALSE
43,1.62E+18,2023-01-30 09:45:39+00:00,oyibo_ugbo,"@mayowashots @ZenithBank Keep asking myself the same question, my own na fidelity bank, every two or three days.",0,0,Abuja and Enugu,Twitter for Android,FALSE
44,1.62E+18,2023-01-30 09:45:06+00:00,okekeebuka16,@ZenithBank Una bank app na shit ! 😒,0,0,"Lagos, Nigeria",Twitter for iPhone,FALSE
45,1.61999E+18,2023-01-30 09:44:38+00:00,tvofeek,@ZenithBank please check your Dm,0,0,Nigeria,Twitter for iPhone,FALSE
46,1.61999E+18,2023-01-30 09:43:49+00:00,boldimage22,"Dear @FirstBankngr please what's going on how can money be sent to my account from @ZenithBank  since 29th Jan, I received alert but but can't access the money in my account",0,0,,Twitter for Android,FALSE
47,1.61999E+18,2023-01-30 09:43:26+00:00,3MANBOS,"@ZenithBank hello, Zenith I have unresolved failed POS transactions since the 26th and 28th of January kindly treat.",0,1,Lagos,Twitter Web App,FALSE
48,1.61999E+18,2023-01-30 09:41:46+00:00,MulberryZhen,"RT @ZenithBank: Important Public Notice!

#ZenithBank #NewNairaNotes #NairaRedesign #2023 #Nigeria #CBN https://t.co/cflMRtw48Q",16,0,Lagos,Twitter for Android,FALSE
49,1.61999E+18,2023-01-30 09:40:50+00:00,sweetborah,@alake_johnson @ZenithBank Thank God oh,0,0,The Biosphere ,Twitter for Android,FALSE
50,1.61999E+18,2023-01-30 09:39:44+00:00,isaiahyunana1,"RT @ZenithBank: Important Public Notice!

#ZenithBank #NewNairaNotes #NairaRedesign #2023 #Nigeria #CBN https://t.co/cflMRtw48Q",16,0,lugbe,Twitter for Android,FALSE
51,1.61999E+18,2023-01-30 09:39:35+00:00,ChidiNkwocha_,RT @Jaydon225: I'm currently in a @ZenithBank branch to withdraw over the counter (cos ATMs are still dispensing old notes). They are only…,18,0,🇳🇬🌍,Twitter for iPhone,FALSE
52,1.61999E+18,2023-01-30 09:38:10+00:00,Adinjo5,@ZenithBank Useless bank,0,3,,Twitter for Android,FALSE
53,1.61999E+18,2023-01-30 09:38:05+00:00,Elemu_ogidi,@ZenithBank Reply your DM!,0,0,"Ibadan, Nigeria",Twitter for Android,FALSE
54,1.61999E+18,2023-01-30 09:37:55+00:00,Adinjo5,"RT @ZenithBank: Give yourself permission to be happy everyday.

#ZenithBank #MondayMorning #MondayMorningMotivation #GoodMorning https://t.…",10,0,,Twitter for Android,FALSE
55,1.61999E+18,2023-01-30 09:37:54+00:00,iamunleemited,"@ZenithBank you people are not replying me. Scam pages are doing your jobs for you, replying me fast and asking me to text them on whatsapp.

You people are looking for my trouble oo",0,0,"Lagos, Nigeria",Twitter for Android,FALSE
56,1.61999E+18,2023-01-30 09:37:44+00:00,patrick_chineme,@Elemu_ogidi @ZenithBank How much ?,0,1,,Twitter for iPhone,FALSE
57,1.61999E+18,2023-01-30 09:37:41+00:00,esi_gal,"@ZenithBankAkm @EkeVanVictor Dear @ZenithBank you guys debited me thrice for an airtime recharging that wasn’t successful 2months ago, #4,500 is a lot in this hard times, pls refund me o biko!!!",0,3,,Twitter for iPhone,FALSE
58,1.61999E+18,2023-01-30 09:37:07+00:00,KB_BOSS09,@ZenithBank why is my account being deducted for electronic transfer and no transaction was made on the account,0,3,,Twitter for iPhone,FALSE
59,1.61999E+18,2023-01-30 09:36:47+00:00,doublefreez,I am @ZenithBank ikota lekki express and there’s no cash in Atm machine and no cash inside banking hall. The teller said they were instructed by @cenbank not to issue old Naira notes and they didn’t have the new notes either.,0,2,"Lagos, Nigeria",Twitter for iPhone,FALSE
60,1.61999E+18,2023-01-30 09:35:18+00:00,_thecynic,@ZenithBank please check your dm,0,1,,Twitter for iPhone,FALSE
61,1.61999E+18,2023-01-30 09:34:16+00:00,_greenteacher,@ZenithBank Please respond to my complaints via Dm. Thank you,0,3,"Benin-City, Nigeria",Twitter for Android,FALSE
62,1.61999E+18,2023-01-30 09:33:31+00:00,farmersonlineM3,RT @SavvyRinu: @ai_onyx @king_cornflakes @ZenithBank @ZenithBank do we need to close down our accounts with you?,10,0,,Twitter for Android,FALSE
63,1.61999E+18,2023-01-30 09:30:21+00:00,henrymakuo1,"@ZenithBank All of you are useless , how many of your branch is giving out new notes?

All of you have POS attendants and that’s where it will be found and paid for on a higher withdrawal rate 

Una dey mad god punish all of you for all this stress both @accessbank_help @UBAGroup @fidelityba",0,2,United States,Twitter for iPhone,FALSE
64,1.61999E+18,2023-01-30 09:28:55+00:00,XxYyZzRated,"@ZenithBank @ZenithBank please and please, refund my money haba since last upper Sunday,
@cenbank is this not a crime? .. I keep sending mails, I provide everything you requested but you never refund me yet 😡😠",0,2,Nigeria,Twitter for Android,FALSE
65,1.61999E+18,2023-01-30 09:28:55+00:00,foevarr,@ZenithBank now charges ₦100 as Electronic Transfer Levy just in case you're still wondering why a lot of Nigerians prefer to transact with cash.,0,2,Nigeria,Twitter for Android,FALSE
66,1.61999E+18,2023-01-30 09:27:35+00:00,XxYyZzRated,"@ZenithBank @ZenithBank please and please, refund my money haba since Sunday,
@centralbankofnigeria is this not even a Crime... I keep sending mails, I provide everything you requested but you never refund me yet 😡😠",0,2,Nigeria,Twitter for Android,FALSE
67,1.61999E+18,2023-01-30 09:26:57+00:00,Timothy81910772,@ZenithBank https://t.co/XBfPbGaPKD,0,2,,Twitter for Android,FALSE
68,1.61999E+18,2023-01-30 09:26:28+00:00,Elemu_ogidi,@ZenithBank Refund my money!!! Two failed POS transactions!! One since DECEMBER!!! FOR GOD'S SAKE! REFUND MY MONEYYYY!!!!,0,1,"Ibadan, Nigeria",Twitter for Android,FALSE
69,1.61999E+18,2023-01-30 09:23:53+00:00,henshawiriogbe0,@ZenithBank But what’s going on lately with your bank? Was debited for data bundle I purchased yet I haven’t seen nothing. My money is not yet revised as well. Count me out as ur customer. Useless bank,0,2,"Find me, if you can 😹",Twitter for iPhone,FALSE
70,1.61999E+18,2023-01-30 09:23:53+00:00,abubakarusmany3,"RT @ZenithBank: Important Public Notice!

#ZenithBank #NewNairaNotes #NairaRedesign #2023 #Nigeria #CBN https://t.co/cflMRtw48Q",16,0,"Yobe, Nigeria",Twitter for Android,FALSE
71,1.61999E+18,2023-01-30 09:23:34+00:00,Phemmy1269,"RT @ZenithBank: Important Public Notice!

#ZenithBank #NewNairaNotes #NairaRedesign #2023 #Nigeria #CBN https://t.co/cflMRtw48Q",16,0,,Twitter for Android,FALSE
72,1.61999E+18,2023-01-30 09:22:24+00:00,alake_johnson,"@sweetborah @ZenithBank My dear, it could have been worse but thank goodness for the person that came through for you. If not ehn...😀",0,0,,Twitter for iPhone,FALSE
73,1.61999E+18,2023-01-30 09:21:40+00:00,Timothy81910772,"@ZenithBank am highly disappointed on this Bank with the way am being debited for a transfer 
I just received an alert of 2000 naira now am being deducted 700 niara why???
I guess you should just block my account am no longer interested https://t.co/RSxgv3jTtu",0,2,,Twitter for Android,FALSE
74,1.61999E+18,2023-01-30 09:21:20+00:00,adepet_kadri,@ayomiideyforyou @ZenithBank Dey say make u forward ur complain🤣🤣🤣,0,0,"Lagos, Nigeria",Twitter for iPhone,FALSE
75,1.61999E+18,2023-01-30 09:19:14+00:00,Ibukunsegun7,@ZenithBank Please release my money from your bank what is the meaning of restricted,0,3,,Twitter for Android,FALSE
76,1.61999E+18,2023-01-30 09:19:14+00:00,Ibukunsegun7,@ZenithBank Why do you restricted my account,0,1,,Twitter for Android,FALSE
77,1.61999E+18,2023-01-30 09:18:40+00:00,dany_infernos,RT @SavvyRinu: @ai_onyx @king_cornflakes @ZenithBank @ZenithBank do we need to close down our accounts with you?,10,0,,Twitter Web App,FALSE
78,1.61999E+18,2023-01-30 09:17:22+00:00,KLAZEMATICS,Hi @ZenithBank you have successfully stolen 25 dollars from my prepaid account and I would like to know why.,3,6,Abuja,Twitter for Android,FALSE
79,1.61999E+18,2023-01-30 09:15:14+00:00,aremoakinbode,"RT @ZenithBank: Important Public Notice!

#ZenithBank #NewNairaNotes #NairaRedesign #2023 #Nigeria #CBN https://t.co/cflMRtw48Q",16,0,,Twitter for iPhone,FALSE
80,1.61999E+18,2023-01-30 09:14:54+00:00,AmobiOzoude,@ZenithBank Why are you guys not returning failed POS transaction even after visiting your branch.. more than 1 month now. What's happening..,1,2,,Twitter for Android,FALSE
81,1.61999E+18,2023-01-30 09:12:23+00:00,BrownieUdoffe,RT @Jaydon225: I'm currently in a @ZenithBank branch to withdraw over the counter (cos ATMs are still dispensing old notes). They are only…,18,0,"Port Harcourt, Nigeria",Twitter Web App,FALSE
82,1.61999E+18,2023-01-30 09:11:51+00:00,rapanalyst101,"@ZenithBank it has been 48 hours! Please revert, please revert the money!",0,3,NIGERIA||WESTSIDE||NEW AFRIKA,Twitter for Android,FALSE
83,1.61999E+18,2023-01-30 09:11:43+00:00,ifeomaNjoku8,@ZenithBank God will punish Zenith Bank for stealing from me. Useless bank of the year.,0,3,,Twitter for Android,FALSE
84,1.61999E+18,2023-01-30 09:10:49+00:00,MekudiIdris,@ZenithBank You guys refused to refund my cash back since 2 weeks,0,3,,Twitter for iPhone,FALSE
85,1.61999E+18,2023-01-30 09:10:23+00:00,ElianoSurfer,"The shege wey @ZenithBank don show me in the last 4 days, God knows I will close this account. Ordinary mobile app unlocking, I don dey here 1 hour. No wam.",0,3,"Lagos, Nigeria",Twitter for Android,FALSE
86,1.61999E+18,2023-01-30 09:09:51+00:00,Easylif33437103,"RT @a_ma_ka__: Good pm,this is an update abt  the @ZenithBank issue. I was credited 3,239,400 last week.Remaining the 800,500 dat they init…",1631,0,,Twitter for Android,FALSE
87,1.61999E+18,2023-01-30 09:09:14+00:00,SuleimanHalilu6,@ZenithBank Hmmmm! .....You guys have confiscate my permission to be happy. God dey ..........ehen! pls DEACTIVATE SMS for my ACCOUNT😡,0,0,"Abuja, Nigeria",Twitter Web App,FALSE
88,1.61999E+18,2023-01-30 09:09:14+00:00,AngelaW80147715,@ZenithBank Oo pop,0,1,,Twitter for iPhone,FALSE
89,1.61999E+18,2023-01-30 09:09:02+00:00,TufikMicheal,"#JaizBankCares #JaizBank here we go @ZenithBank bank na scam, ole ni https://t.co/pDkuCYX9MR",0,0,"Lagos, Nigeria",Twitter for Android,FALSE
90,1.61999E+18,2023-01-30 09:08:42+00:00,okoro_jesse,@ZenithBank So that you can sell to politicians na,0,2,"Lagos, Nigeria ",Twitter for Android,FALSE
91,1.61999E+18,2023-01-30 09:08:28+00:00,HassanAEnagi,@Sir_RomanticGuy @ZenithBank,0,1,"Minna, Nigeria",Twitter for iPhone,FALSE
92,1.61999E+18,2023-01-30 09:08:21+00:00,MujeebUthman,@ZenithBank kindly reply my message and refund my money please,0,3,"Lagos, Nigeria",Twitter for Android,FALSE
93,1.61999E+18,2023-01-30 09:08:02+00:00,EzenekweOnyedi2,"@cenbank All the @firstbank in Asaba don't want to load their ATM. You people should look into it, including @ZenithBank",0,1,,Twitter for Android,FALSE
94,1.61999E+18,2023-01-30 09:07:48+00:00,Josine66249787,"@ZenithBank @ZenithBank try release new naira note to your customer, I spent three days in your branchs at onitsha new market road still I was unable to withdraw even a single new #200",0,3,,Twitter for Android,FALSE
95,1.61999E+18,2023-01-30 09:07:40+00:00,Zubbyoguafor,"This useless @ZenithBank   don start again oh
Monthly charge 656 Naira n was previously charged 50 Naira for electronic transfer ooh
#ZenithBank  una dey find who won kolo for una oh https://t.co/Si1sGW4isn",0,2,"Delta, Nigeria",Twitter for Android,FALSE
96,1.61999E+18,2023-01-30 09:07:33+00:00,MrDecency_,"@cenbank kindly note that @ZenithBank &amp; @myaccessbank has refused to refund my money for over 5 days now.
I have written to them,I have exhausted all forms of patience waiting for their response,
@SERAPNigeria
@fccpcnigeria",0,1,Earth ,Twitter for Android,FALSE
97,1.61999E+18,2023-01-30 09:05:25+00:00,sweetborah,"@alake_johnson @ZenithBank See eh, I was disorganized for a moment.

My Wema Bank now, their reversal in my experience since I opened the account in 2012 doesn't take more than 30 minutes.

So, i stayed there hoping that Zenith would refund me.

What if that was my last card? What if I didn't have a help?",0,0,The Biosphere ,Twitter for Android,FALSE
98,1.61998E+18,2023-01-30 09:03:36+00:00,khaybharbz,"Baba God help us help this week ooo.
Cashless ATM's @ZenithBank @gtbank

Ebuka Yemi #GOAT𓃵 #PlaneMovie    Enugu Yorubas Lagos Igbos #ObiWon Owerri BVAS ""Gbadebo Rhodes"" #fearwomen Cornflakes Oshodi ""10th of February"" Anambra #SayNoToAPC Ambode ""Jaiz Bank"" Obasanjo Rinu https://t.co/A5iA86kYOz",0,0,Earth,Twitter for Android,FALSE
99,1.61998E+18,2023-01-30 09:03:33+00:00,Neo_Twitss,"@gtbank_help @gtbank its been over 48 hours that i made this transaction to my @ZenithBank, account , still uncredited despite the messages and complaints . I have not gotten reversal any positive feedback 🤦🏾 https://t.co/CAr3RbGWjL",0,1,🇳🇬 ,Twitter for Android,FALSE
100,1.61998E+18,2023-01-30 09:03:11+00:00,Wisdom02,@ZenithBank I’m done with you guys,1,4,"Uyo, Nigeria",Twitter for iPhone,FALSE
101,1.61998E+18,2023-01-30 09:01:32+00:00,ChukwuFebian,@ZenithBank,0,2,,Twitter for Android,FALSE
102,1.61998E+18,2023-01-30 08:59:16+00:00,Jbdoon,"RT @ZenithBank: Important Public Notice!

#ZenithBank #NewNairaNotes #NairaRedesign #2023 #Nigeria #CBN https://t.co/cflMRtw48Q",16,0,kogi state nigeria,Twitter for Android,FALSE
103,1.61998E+18,2023-01-30 08:58:54+00:00,JIgbauke,RT @Jaydon225: I'm currently in a @ZenithBank branch to withdraw over the counter (cos ATMs are still dispensing old notes). They are only…,18,0,Nigeria,Twitter for Android,FALSE
104,1.61998E+18,2023-01-30 08:58:27+00:00,MayowaolFemi,"@ZenithBank 
I made a transaction at the pos centre and I was debited of#4280 yesterday 29/1/23, and it as not been reverse since then. Pls help me to do the needful my account details is 2088725464
Odugbesan mayowa.",0,5,"Lagos, Nigeria",Twitter for Android,FALSE
105,1.61998E+18,2023-01-30 08:58:10+00:00,93habibuabdul,@ZenithBank Really we are happy.,0,2,"Sule Tankarka, Nigeria",Twitter for Android,FALSE
106,1.61998E+18,2023-01-30 08:57:41+00:00,Chukwur1Adekemi,"RT @ZenithBank: Dear Valued Customer,

07040004422 (ZIVA)
is the only Zenith Bank Whatsapp number.
ALL OTHERS ARE FAKE!
DO NOT ENGAGE WITH…",119,0,,Twitter for Android,FALSE
107,1.61998E+18,2023-01-30 08:57:37+00:00,alake_johnson,@sweetborah @ZenithBank Omo... That's a shity position to find oneself. I can cry😫😂,0,2,,Twitter for iPhone,FALSE
108,1.61998E+18,2023-01-30 08:57:11+00:00,TufikMicheal,"@ZenithBank god go judge una with my money una they suffer me like this, @JaizBankNG  we are coming tank you all",0,5,"Lagos, Nigeria",Twitter for Android,FALSE
109,1.61998E+18,2023-01-30 08:56:53+00:00,Chiwize2,@ZenithBank Una too De mumu,0,2,Abuja,Twitter for Android,FALSE
110,1.61998E+18,2023-01-30 08:56:00+00:00,Womiloju7,"RT @ZenithBank: Important Public Notice!

#ZenithBank #NewNairaNotes #NairaRedesign #2023 #Nigeria #CBN https://t.co/cflMRtw48Q",16,0,"Lagos, Nigeria",Twitter for iPhone,FALSE
111,1.61998E+18,2023-01-30 08:55:50+00:00,ElegbedeCaroli1,@ZenithBank Hello good morning,0,3,,Twitter for Android,FALSE
112,1.61998E+18,2023-01-30 08:55:06+00:00,BabyKosica,RT @Jaydon225: I'm currently in a @ZenithBank branch to withdraw over the counter (cos ATMs are still dispensing old notes). They are only…,18,0,United States/Abuja,Twitter for Android,FALSE
113,1.61998E+18,2023-01-30 08:53:34+00:00,owogbenga,"@GodwinIEmefiele ,I am begging you,pls take all the remaining new notes to @JaizBankNG for us abeg you. Do not hand any over to those other side hustling banks like @gtbank or @ZenithBank 
Na Jaiz we trust right now
Thanks and God Bless
Kante Rinu BVAS BOVAS Obasanjo Ambode 2023",2,5,National Cake Bakery™,Twitter Web App,FALSE
114,1.61998E+18,2023-01-30 08:53:06+00:00,Uchekenned,"@a_ma_ka__ @ZenithBank You fought and won
I love you and your courage 💪",0,0,Earth,Twitter for Android,FALSE
115,1.61998E+18,2023-01-30 08:51:22+00:00,Meizz_glamour,"RT @ZenithBank: Give yourself permission to be happy everyday.

#ZenithBank #MondayMorning #MondayMorningMotivation #GoodMorning https://t.…",10,0,,Twitter for Android,FALSE
116,1.61998E+18,2023-01-30 08:50:41+00:00,baronmuyi,@ai_onyx @ZenithBank I still have my 125$ stuck in my friends don account with @ZenithBank for almost 3 months now. Made a payment and it didn’t go through from my end. They debited and it’s been in ledger balance since November,0,3,Nigeria,Twitter for iPhone,FALSE
117,1.61998E+18,2023-01-30 08:50:30+00:00,I_a_m_General,@XxYyZzRated @ZenithBank Naso they take eat my money since may 29 2022....i always spend my time in the bank every day... full of frustration 😡😡😡😡,0,0,"Abuja,Nigeria",Twitter Web App,FALSE
118,1.61998E+18,2023-01-30 08:50:21+00:00,Meizz_glamour,"RT @ZenithBank: Important Public Notice!

#ZenithBank #NewNairaNotes #NairaRedesign #2023 #Nigeria #CBN https://t.co/cflMRtw48Q",16,0,,Twitter for Android,FALSE
119,1.61998E+18,2023-01-30 08:50:07+00:00,Fredfemi1,RT @Jaydon225: I'm currently in a @ZenithBank branch to withdraw over the counter (cos ATMs are still dispensing old notes). They are only…,18,0,Syrian Arab Republic,Twitter for Android,FALSE
120,1.61998E+18,2023-01-30 08:49:40+00:00,uchaynna_chieme,"Good Morning to you, @ZenithBank please I was debited for data bundle that I did not receive, kindly help out!!! Thank you! https://t.co/Wygtj8mYIl",0,1,"Lagos, Nigeria",Twitter for Android,FALSE
